"index","class","text","ethnic_keyword","hate_keyword","christian|christians","muslim|muslims|islam|islamic","northern|northerner|northerners|arewa|almajiri","southern|southerner|southerners","hausa|hausas","fulani|fulanis","yoruba|yorubas","igbo|ibo|ibos|igbos","women|woman|girl|girls|female|females","lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders","herdsmen|herdsman","eastern|easterner|easterners|biafra","name"
191,1,"@FolaFlows @Stacey_Chinny @Heis_Marsive @instablog9ja Ask an igbo man the meaning of Aturu. Aturu i read that slow and can't to the conclusion that the girl in person is too bitter to drag her father outside just for the irresponsibility of her partner or child son. You are just another dumbolina to try to defend such character....","women|woman|girl|girls|female|females","aturu",,,,,,,,,,,,,"Ibrahim"
205,2,"RT @bb___ajiya: Some Arewa Girls are just like Armed Robbers not Girlfriends any more. Lmao😂😂 Ku hau hanya mana kawai musan ku barayi ne. L","women|woman|girl|girls|female|females","barawo|barayi",,,,,,,,,1,,,,"Ibrahim"
391,1,"RT @YourFavAkh1: Muslim women marrying a kafir dude or one that is atheist when Allah clearly prohibited that in the Quran &amp; the Sunnah of…","women|woman|girl|girls|female|females","kafir|kafirai",,,,,,,,,,,,,"Ibrahim"
319,0,"RT @gselle7: ""Mallam Saidu Magaji a Muslim who saved the life of a pregnant Christian woman in Bauchi Road Jos.He was stabbed on the head i…","women|woman|girl|girls|female|females","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
53,2,"@AfamDeluxo ...as a Lagos girl, I dey rep....Naija

Iheanacho just Represented by writing his Igbo name and some people will not allow us rest on this Bird app....as an Igbo I can't say I'm a Lagos boy because any Igbo that does that is an Efulefu of the highest order https://t.co/uUeDfJIlLh","women|woman|girl|girls|female|females","efulefu|ndi fulefu",,,,,,,,1,,,,,"Ibrahim"
336,0,"Yoruba, Igbo,Hausa, Idoma, Mbanmiri,Wawa, Efik,Ijaw, Tiv, Ibibio, Kalabari, Wafi, Bini etc.These tribes are insignificant in the New Tribe!","yoruba|yorubas","wawa|wawaye",,,,,,,,,,,,,"Ibrahim"
352,2,"@parpeshe @YemieFASH @PoliceNG We also have a large number of Yorubas (agberos) stationed at every parks who harass people (men and women) in Lagos everyday. Guess we must be ""tribalistic"" to have an opinion in this country.","yoruba|yorubas","agbero|agberos|awon agbero",,,,,,,1,,,,,,"Ibrahim"
247,2,"RT @iam_chocqirL: Yoruba(˘˘̯)""@rocboifellzz: Sharrap @CoLe_tHa_ViLLaN: Igbo girls""@PeteGotHoes: That type of pussy that requires a toothpic…","yoruba|yorubas","sharrap",,,,,,,,,1,,,,"Ibrahim"
409,0,"@realFFK That Yoruba means Yariba is a false twist! Bishop Samuel Ajayi Crowther was a gifted linguist who authored dictionaries for most natives including Igbo, Hausa-Fulani etc. That he traced the name Yoruba to Yariba is a misplaced, false narrative! Let's not give air to a falsity.","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,,,,,,,"Ibrahim"
403,0,"@OgbeniDipo Baba what you just suggest wouldn't happen anytime soon. A Yoruba guy or anyone from the south especially when his a Christian that try to date a northern lady is at the risk of great danger from area boy who claimed you are ""Arne"" meaning a person without religion","yoruba|yorubas","arne|arna",,,,,,,,,,,,,"Ibrahim"
234,0,"@Pontifex Igbo names of God, as mother of all languages. Spanish (Dios - O di uso - eternally trustworthy);Swahili (Mungu - i meena Ogo - thank you for mercies);Turkish (Tanri - e too a na-ario - praise and plead);Yoruba (Olorun - Eli ri enu - Most High exists above); P.187 READ https://t.co/8rSmdsM1wj","yoruba|yorubas","mungu",,,,,,,,,,,,,"Ibrahim"
412,0,"@BForBoy8 @Wahrheitnur @AfamDeluxo @kingsleynovich @UchePOkoye @chosensomto @Ifechideere @vanguardngrnews https://t.co/PtrP6ISJ2K
Nigeria: Fani-Kayode Denies Tribe, Says He's Not Yoruba ...

Of course Yoruba is an accused name from Fulani ""Yariba"".","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,,,,,,,"Ibrahim"
351,0,"@Chyke183 @ConnectOnitsha It's Agbero which is Yoruba language, Igbo Christian it Agboro","yoruba|yorubas","agbero|agberos|awon agbero",,,,,,,,,,,,,"Ibrahim"
200,2,"Ayama!!! @iam_Emeka_: Warris dis bikonu ?!, Yoruba Girls can like to de fall person hand sha !!! http://t.co/NUF0JYLp""","yoruba|yorubas","ayama",,,,,,,,,1,,,,"Ibrahim"
222,0,"@IgebinaA So You think. He went down because the south,  especially the west gave gave chunk of votes to Buhari. While few Northern PDP pay lip service to him and gave Buhari their votes, the West was divided by the 'tiwa n tiwa' syndrome and the Osinbajo bait. The Yoruba fell like 'mugu'.","yoruba|yorubas","mugu",,,,,,,1,,,,,,"Ibrahim"
41,1,"@RealSolaKuti When Atiku left PDP you never tag him some hausa people... when saraki left PDP you never tag him some Yoruba people. Is the same APC not slaughtering Yorubas. Your own anuofia is first class!!","yoruba|yorubas","anuofia|ndi anofia",,,,,,,,,,,,,"Ibrahim"
437,2,"@layo_98 Holier than thou attitude tribe, yariba comes drugs crime too, what about cyber crime, yahoo plus, that is yariba people for you always pointing one hand at igbos but the remaining 4 is pointing at you people, crimes know no triben","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,1,,,,,,"Ibrahim"
317,0,"The Igbos called Yorubas Ofe n manu cos of the way our stew is made, hausas called yorubas bayerebe, we called the hausas aboki, mallam, or malo, and igbos were called nna, or nyamiri. Really no big deal.","yoruba|yorubas","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
190,2,"WE SUPPORT TRUMP'S RECENT STATEMENT, SAYS AFENIFERE GROUP, CALLS BUHARI 'VEGETATIVE STATUS

Me : Fine And Good!  Igbo Elders Ohanaeze ( Ndi Oshi Na Aturu), Tell Us Your Stand Now That Yoruba Elders Have Made Known Their Position On Buhari Being ""Lifeless""
https://t.co/xT4XDN5RUz","yoruba|yorubas","aturu",,,,,,,,1,,,,,"Ibrahim"
439,2,"@gsource2019 @aoluwabunmi @YeleSowore We don't need yariba in our fight for biafra, we are capable of our fight, yariba face una fight and let us be.","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,1,,,,,,"Ibrahim"
411,0,"have its root in d word  ‘Yarba’/‘Yariba,’ but none of d variants means those terrible things d fmr minister said... #Fulani didn't ‘give’ d  name ‘Yoruba’ to d pp of western Nig. &amp; d name doesn't share meanings with anything bad, awful, “shady &amp; unreliable”
-Lasisi Olagunju, PhD","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,,,,,,,"Ibrahim"
316,1,"Another mallam... What wrong with other tribe... Igbo or Yoruba man... https://t.co/KEKJV5rqyI","yoruba|yorubas","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
334,0,"Onyeama said he was in the league of the Oba of Benin or Ooni of Ife, the Yoruba monarch. This set the stage for a looming showdown between the kings of the northeast Igbo (called the Wawa) and southwest Igbo (called the Ijekeebé).

4/11","yoruba|yorubas","wawa|wawaye",,,,,,,,,,,,,"Ibrahim"
434,0,"Thread by @realFFK: ""The 1st time the word ""Yoruba"" was used as a generic term for ALL the people of SW Nigeria was in the 19th century by Bi Ajayi Crowther.He did us a disservice there given the fact that it derives from the word""Yariba"" which the H […]"" https://t.co/beY4aj0u4U","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,,,,,,,"Ibrahim"
441,0,"Yoruba Is Derived From ‘Yariba’ And It Means ‘Shady, Unreliable’: Fani-Kayode https://t.co/T0GBt0zDXD https://t.co/eHKVO9eqVv","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,,,,,,,"Ibrahim"
435,2,"RT @jim3love: Yorobber criminals &amp; thieves ve been defeated. Many of them are having heart attack right now as I am writing. 
#Biafra or de…","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,1,,,,,,"Ibrahim"
24,1,"RT @savage__diamond: Yoruba mythology: Oduduwa came down from heaven with a chain.

Yoruba Muslims:  Where is the chain, mumu story

Arabic…","yoruba|yorubas","mumu|mumus",,,,,,,,,,,,,"Ibrahim"
51,2,"RT @TBRVorg: Another big industry for Yorubas in Lagos is church-business centers scanning millions of ndi efulefu Igbos and Biafrans in ge…","yoruba|yorubas","efulefu|ndi fulefu",,,,,,,,1,,,,,"Ibrahim"
451,0,"@realFFK So what changed the pronouciation from Yariba to Yoruba ?","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,,,,,,,"Ibrahim"
442,0,"@Oromedayo @honilatte @legitngnews Yariba = shady and unreliable person, while not talk about abuboku in yariba land, where you use your fellow human to bury your kings. You will believe fake news bsc it has to do with Igbos your imaginary enemy.","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,,,,,,,"Ibrahim"
49,0,"RT @Honorarygrandma: Yoruba and Hausa/Fulani ppl are not your problem. Who you deride as efulefu is also not your problem. Your problem is…","yoruba|yorubas","efulefu|ndi fulefu",,,,,,,,,,,,,"Ibrahim"
315,0,"RT @NkirukaNistoran: Fulani will always revenge injustice – El-Rufai tells Igbo, Yoruba, others  | NN NEWS 

Mallam Nasir El-Rufai has tell…","yoruba|yorubas","mallam|malamai",,,,,,,,,,,,,"Ibrahim"
140,0,"RT @sadxqu: hausa: albasa
yoruba: alubosa

hausa: ashana
yoruba: ishana

hausa: attaruhu
yoruba: atarodo

...","yoruba|yorubas","ashana",,,,,,,,,,,,,"Ibrahim"
389,2,"@FS_Yusuf_ This can only come out from the mouth of a Kafir/Mushrikeen/Munafiqeen. Yoruba Muslim probably.","yoruba|yorubas","kafir|kafirai",,,,,,,1,,,,,,"Ibrahim"
84,2,"Yoruba clan would call this woman ""Agba Iya"" https://t.co/yELf8N0GLX","yoruba|yorubas","agba iya|awon agba iya",,,,,,,,,1,,,,"Ibrahim"
160,2,"Arnt u supposed to b watching Football ""@Misturr_E_: I don't knw why Yoruba girls can like to do ashawo???""","yoruba|yorubas","ashawo|ashawos",,,,,,,1,,,,,,"Ibrahim"
159,2,"RT @Iam_tomisin: Lols""@yettyqueen1: Beggars ""@Its_TuAce: IGBO Girls re mostly(ashawo) YORUBA Girls re mostly(witches) HAUSA Girls re mostly…","yoruba|yorubas","ashawo|ashawos",,,,,,,,,1,,,,"Ibrahim"
253,0,"@maintishe no one can pinpoint and say ""That's the Yoruba culture."" It's diluted. Other cultures are doing it. That's why Edos have a little tiff with Igbos concerning attires coz according to them, nowadays, Igbo brides wear elements of the Edo attire and it has now been identified as igbo","yoruba|yorubas","tiff",,,,,,,,,,,,,"Ibrahim"
446,0,"@realFFK @vanguardngrnews Anyone walking along a dark road heaves a sign of relief when light shines. But whoever has something to hid or planning evil shy away from light. @realFFK is light to the Yorubas. Anyone disputing this basic truth about ""Yariba"" must be hidding something!","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,,,,,,,"Ibrahim"
297,0,"A Yoruba person will casually call me Aboki or mala, An Hausa man will sometimes call me berebe some will even say Arne, The Igbo man will say ofe'n manu.. Nd if he want you really hear he will say dirty Yoruba man And he will call someone from the north goat, boko haram 1/2","yoruba|yorubas","aboki|abokai",,,,,,,,,,,,,"Ibrahim"
447,2,"RT @jim3love: Our message is simple, #BiafrExit must hold &amp; #Biafra must be set free. There is nothing any yorobber idiot or fool can do ab…","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,1,,,,,,"Ibrahim"
223,2,"@ChukwudubemIgb1 @MBuhari Igbo man will never say good about an Hausa or Yoruba man. Go and ask all your igbo leaders why their states are in shambles. Is Buhari the governor or Abia state?? Mugu","yoruba|yorubas","mugu",,,,,,,,1,,,,,"Ibrahim"
204,0,"RT @OsosaChris: The omo oluwaibi culture of the Yorubas help them denounce notoriety. 

The Hausas HATE the sound of BARAWO,☝️ reason Atiku…","yoruba|yorubas","barawo|barayi",,,,,,,,,,,,,"Ibrahim"
335,0,"Bomb those criminals out of Wawa,Isawo,Arepo,Mosimi,Igando,Ibafo.It doesn't matter if they are Ijaw,Igbo,Ilaje/Yoruba,Fulani or Urhobo.","yoruba|yorubas","wawa|wawaye",,,,,,,,,,,,,"Ibrahim"
438,2,"@olualufaa @MobilePunch Yariba man, what concern South East and your yariba overrated Amotekun. Igbos will always be yariba people nightmare.","yoruba|yorubas","yorubastard|yariba|yorobber",,,,,,,1,,,,,,"Ibrahim"
