index,class,text,ethnic_keyword,christian|christians,muslim|muslims|islam|islamic,northern|northerner|northerners|arewa|almajiri,southern|southerner|southerners,hausa|hausas,fulani|fulanis,yoruba|yorubas,igbo|ibo|ibos|igbos,women|woman|girl|girls|female|females,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,herdsmen|herdsman,eastern|easterner|easterners|biafra,name,,
305,2,"@Belshagy @obytwic @MaziNnamdiKanu @Obitwyce Because you are not saying that fulani bandit terrorists are killing, raping and kidnapping, therefore it's a lie right? You northerners are stupid to a fault",northern|northerner|northerners|arewa|almajiri,,,1,,,,,,,,,,Haaya,,
127,3,@Piusobansa @AYODEJIALABI @MBuhari Let's I forget you northerners especially the hausa Fulani have not explained what Gej did to you people. If it is appointing Ihejirika as the COAS who went on to give bh boys a hard time. Bastard looking for sympathy.,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
228,0,"Whether you are in support if the protests or not, a member of APC or PDP, Muslim or christian, northerners or southerners, we are in it together. 
Burn the country we will later meet at IPD's camp then we shall realize who the real fool is. 
#EndBadGoveranceInNigeria 
#EndsSARS",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
275,3,"@Mohnice_ Told y�all Northerners are the problem of Nigeria ??Y�all are fucking hypocrites, everyday we hear on radio and watch on tv how northerners kill farmers, destroy their crops and rape their woman but Karma is a bitch now you�re feeling the heat. Take that hashtag down! Fuck y�all",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
366,2,@MasterTope_ Yep ... If we can manage to take power ... It must never ever go back to northerners ... Nigeria Don demonize ibo people but d true demons dey rule us ... Fanatism is really a bad thing nd most of em r fanatics ...,northern|northerner|northerners|arewa|almajiri,,,1,,,,,,,,,,Haaya,,
443,0,"RT @renoomokri: �Where was SARS during the genocide in Southern Kaduna?
�Where was SARS when Northern Governors were negotiating with bandi�",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
88,2,"@arc_tobi @Serdyqjr Some people are dogs 
They are blaming northerners for the deed of SA people 
Northerners are innocent but southerners are looking for trouble look at how heartless southerners people are blaming us",northern|northerner|northerners|arewa|almajiri,,,,1,,,,,,,,,Haaya,,
219,3,"Who told u FG is silent?Liar Muhammed had made d stand of FG clear,he said Arewa Youth hd replied the Biafrans as if Biafra is about d North",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
353,3,RT @firstladyship: I�m seeing Aliko�s bum plastered all over the Internet. Is Dangote still a Muslim? Why�s Arewa Twitter sleeping? Where i�,northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
276,3,"If Buhari dies, Osinbajo(a southerner) takes over. This son of a bitch thought we're as stupid and empty headed like they are in the North not to know that he's actually referring to non northerners as breeds of vultures https://t.co/piFuHiUTf3",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
449,2,"It would be dangerous, reckless &amp; counter productive for Buhari to ARREST or KILL Sunday Igboho.
When the Northern youths demanded that Igbos should leave the north no-one was arrested.
Why should Sunday be arrested or killed for asking KILLER Fulani herdsmen to leave SW?",northern|northerner|northerners|arewa|almajiri,,,,,,1,,,,,1,,Haaya,,
435,0,"RT @NkirukaNistoran: BIAFRA: Don�t join issues with Nnamdi Kanu, IPOB now � northern elders cautioned Buhari https://t.co/Dbv1TtAMro",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
434,0,"RT @Charlz_white: Dz is y, I've bin lookn 4 a northern girl to date!! No way https://t.co/bROXPMk9vS",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
365,3,"had it been arewa Twitter dragged dangote for having his bum leaked, this same southern tweeps would be the one's calling us, defenders of islam, religious fanatics, religious extremists, now that we kept mute they're still calling us names, either way arewa Twitter must trend.",northern|northerner|northerners|arewa|almajiri,,,,,,,,,,,,,Haaya,,
341,2,"@FridayUdom2 @SaharaReporters Tanx man 4 dis. I thought I was the only person raining insults on Lugard n his so called foolish Lady Shaw for joining learned southerners n these stupid, backward, primitive, poorly oriented northern muslims 2geda.",southern|southerner|southerners,,1,1,,,,,,,,,,Haaya,,
354,2,"If you want a big bum go and study what Southern African women eat that make them thick.
Run from all forms of Dr Anu. This is less expensive too.",southern|southerner|southerners,,,,,,,,,1,,,,Haaya,,
287,3,RT @renoomokri: Nasir @Elrufai insulted Jesus Christ. He has turned Southern Kaduna to a killing field. He called S Nigerian women �whores��,southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
230,2,"@bellanaija El Rufia is a religious fanatic and an intolerant muslim who is supervising the extermination of christians in the southern part of Kaduna.hardhearted,cruel blood thirsty fool",southern|southerner|southerners,,1,,,,,,,,,,,Haaya,,
369,3,"Nigeria is at WAR, against Terrorists, Boko Haram, islamic extremists &amp; fanatics, southerners, easterners WAKE UP!#BayeroUniversity #BUK",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
57,3,"@MobilePunch Wat is most painful aspect of the insults these northern &amp; their southern quislings bugs shower us daily is that, they think all of us ar like their e-cockroaches who took all their jargons hook line and sinker

Oloye Sunday Igboho is Omo Yoruba atata who our ancestors will bless",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
34,2,"@DailyPostNGR Gumi is an idiot, the ministry for fulani and banditry will be funded by revenue from Southern Nigeria? What is the economical contribution of fulanis in Nigeria?",southern|southerner|southerners,,,,,,1,,,,,,,Haaya,,
129,1,RT @Azikiwe_: The amalgamation of Northern and Southern Nigeria was the biggest mistake ever made. Damn you are a blind bastard,southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
289,3,@renoomokri @Yahoo His name is elrufai @elrufai and he's hacking it to delete the email in which he called southern women whores,southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
91,3,"Who remember d post election violent in northern Nigeria in 2011 where southerners mostly corpers were killed because Buhari lost to a Jonathan

Guess what led to d killing, na wetin Buhari talk before d election if I lost d election 
""The Dogs and baboon will be soaked in blood""",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
164,1,"#Buhari Must be ready to attack the whole southern region!!!! This is not 50 years ago, let someone wake him up if he is too dumb. It�s a war again the south not Igbos. He is about to break Nigeria himself. Dumbass!!!#IamIgboToo",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
3,2,@SaharaReporters @elrufai Mad stupid Fulani mofo! We're the South not Southern Kaduna! I pray God delivers them from you and your murderous kinsmen who you pay for killing the poor Southern Kaduna people like God is delivering us. We promise you more Sunday Igbohos and Nnamdi Kanus. W�r� al�so! Onye oshi!,southern|southerner|southerners,,,,,,1,,,,,,,Haaya,,
288,2,@renoomokri @elrufai Those from Southerners that following northern in term of election .. absolutely they are bastard and their mother is whore according to his words,southern|southerner|southerners,,,,1,,,,,,,,,Haaya,,
331,3,@channelstv Muslim lawyers!? Is there anything like it? I thought this is Nigeria and not Northern and Southern Protectorates of Nigeria. Just kuku let this country split so we all go our separate ways. It's simple. Bunch of vultures!,southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
286,0,"@ChidiOdinkalu He didn't say Southern NYSC females are whores but ARE SEEN as whores. That is PERCEPTION and perception is not always the fact or truth. Northern men in their conceit, believe Southern women are all about money and would do anything to get it. Sadly, it's a sweeping position.",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
35,1,"@MoghaluKingsley I can't believe this fucking idiot wrote these fucking filthy words. Sunusi is attention seeker ,he does everything to impress southerners and u can only do so by throwing dust in the eyes of northerners. So as far as I'm concerned, his words and yours are even.",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
89,3,"@AM_Saleeem @XEENNURAIN I see now.
If to say its arewa people hate southerners as they keep hating us 
Since years back there will be no more southerners . No more.
But we are just watching you Dogs
Time will come.",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
308,0,"I still wonder why the Bishops and the Vatican is yet to condemn and take action against the abduction, rape and incarceration of Igbo women of Christian faith by the Nigerian Army. We catholics in the Southern Nigeria are becoming less catholics everyday we are left alone to https://t.co/UoPFCv4Cac",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
455,0,"RT @SaharaReporters: BREAKING: Fulani, Atyap, Hausa Communities Agree To Embrace Peace In Southern Kaduna | Sahara Reporters https://t.co/g�",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
370,0,Hindu Fanatics Attack Christian Pastor in Southern�India https://t.co/Pu514cvM6D,southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
386,3,"Nigerian Animal Farm: Monkey dey work, baboon dey�chop! Southerners dey work northerners dey chop lazy https://t.co/5qBH7UfAZS""",southern|southerner|southerners,,,,,,,,,,,,,Haaya,,
2,2,"@trending_medic I don't see it like that, I see it as the Southern side dragging the Northern side back to common sense. The political ideology of the North is plain stupid and demonic.",southern|southerner|southerners,,,1,,,,,,,,,,Haaya,,
48,3,"Ah u don pass my power =)) ""@Houb03: Mumu, we're 2geda. Its Soko/bankaura/wawa/shashasha""@taqeiyah: @Houb03 hausa girl pls wats idiot""""",women|woman|girl|girls|female|females,,,,,,,,,,,,,Haaya,,
556,0,"@Keny_Show G?rls- ur beaut?ful, fnks! U tOo! Buh guys- ur handsome, WTF! Am nt gay!",women|woman|girl|girls|female|females,,,,,,,,,,,,,Haaya,,
557,2,I just can't understand gay fucks. How can u love another man wearing women clothes its just so wrong!,women|woman|girl|girls|female|females,,,,,,,,,,1,,,Haaya,,
555,2,"RT @ivan_i94: They�re letting a transgender athlete compete in Tokyo but they banned Caster Semenya, a biological woman, from competing in�",women|woman|girl|girls|female|females,,,,,,,,,,1,,,Haaya,,
63,2,"U're high!""@seancaxton: Cc @fabQuetee *picksrace* RT @brownsugar_51: Cockroaches are attracted to yoruba girls""""",yoruba|yorubas,,,,,,,1,,1,,,,Haaya,,
543,0,"RT @Narfiu: I'M NOT IGBO
I'M NOT IGBO
I'M NOT IGBO
I'M NOT IGBO
I'M NOT IGBO
I'M A YORUBA BOY FROM ILORIN",yoruba|yorubas,,,,,,,,,,,,,Haaya,,
265,2,"Slut shamed herself cos her &amp; Tobi appeared as just friends. The way Tobi was acting in d house was why it didn�t work with Alex- he is a Yoruba demon, jumping frm 1woman to another, very few women can manage dat, even d low-self-esteem ones. Dislike CeeC or not, she carries hers https://t.co/QE0X74oLao",yoruba|yorubas,,,,,,,1,,,,,,Haaya,,
79,3,@wallaceonas Scared? Stop day dreaming. The Yoruba's that are not even united? Or the disgruntled elements called the Igbos that are parasites. That don't want to stay in their localities?,yoruba|yorubas,,,,,,,,,,,,,Haaya,,
9,1,Why are you guys vexing over a tribal bigot like Mr Jags as regards his tribal profiling of 5 stupid Igbo guys who robbed a Dubai store? His job entails being an APC tribal troll to fan the embers of hate and war between Igbo v Yoruba online. That's his life mission. Ignore him https://t.co/1VAdmhN4yc,yoruba|yorubas,,,,,,,,,,,,,Haaya,,
62,2,"""@Dmusicnerd: Ode.. @TWEETORACLE: Yoruba people or pigs?""�""Igbo people or cockroaches",yoruba|yorubas,,,,,,,1,1,,,,,Haaya,,
237,3,@jaywyse07 @Craig45867148 @OdudwaRepublic You be fool sha. Why I even try to educate you when a whole state governor name Na Ifanyi igbo name you dey here dey claim nonsense. Na people when plenty pass for state dey handle politics. Those Yoruba there Na minority when no plenty. Aboki you no wan hear word,yoruba|yorubas,,,,,,,,,,,,,Haaya,,
223,2,"@nwukoreva @malanta04 @SaharaReporters You are a big liar.
Igbo, Hausa and Yoruba are parasites and has never achieve anything without the other.",yoruba|yorubas,,,,,1,,1,1,,,,,Haaya,,
153,0,"@realFFK It has been long since I realized @Femi is a moron...
Of course president can suspend MTN,DSTV n SHOPRITE?But the question is what are the consequences?
Do you know the  majority of Nigerians working in such companies are southerners?
MTN----Yoruba (Obj engineered everything)
?",yoruba|yorubas,,,,,,,,,,,,,Haaya,,
376,2,"Fanatics everywhere. Please what makes Arabic language different from Yoruba, Ibo or Hausa language? Where are enslaving ourselves? Education is very important. Religion is being used to cage Northern Nigeria. So sad. https://t.co/I1dBcuTxlq",yoruba|yorubas,,1,1,,,,,,,,,,Haaya,,
389,0,"See Nigerian Baboon That Understands English, Igbo, Hausa, Yoruba (Watch Video)   https://t.co/w6kEzZ9U7q #newsnow #doxpost #NigeriaNews https://t.co/GWbfrkr7QP",yoruba|yorubas,,,,,,,,,,,,,Haaya,,
