index,class,second_class,text,ethnic_keyword,name,Unnamed: 6,Unnamed: 7,
773,0,0,"Nigerian fashion fanatic and brand influencer Laura Ikeji complained about the difficulty of finding a competent man as a divorced woman in . ?? Jokes Naija

https://t.co/PSxiOkh1eB",women|woman|girl|girls|female|females,Niyati,,,
361,3,3,"@EVAWuk @EmmaWatson Yeah, how won't such happen when a woman can actually write a series about continuous rape in ""handsmaids tale"" -  Disgusting... Smh*",women|woman|girl|girls|female|females,Niyati,,,
833,2,2,"Ngozi Okonjo Iweala maintained her native name despite her exposures &amp; achievements.. But you'll see one coconut head girl forming porch with tore pant answering mhiz this mhiz that, itz this itz that... Etib�lib�",women|woman|girl|girls|female|females,Niyati,,,
1166,0,0,RT @MsAbomo: Looool. I take my �church girl� label as a compliment. https://t.co/Kw5evKQnFy,women|woman|girl|girls|female|females,Niyati,,,
635,3,3,"RT @YarKafanchan: Female prostitute: whore, olosho, ashana etc.
Male prostitute: personal sex staff (I don�t know what to call it)

Female�",women|woman|girl|girls|female|females,Niyati,,,
1177,3,3,@toptosyn I'm sure the 'real' woman won't want that 'other' woman,women|woman|girl|girls|female|females,Niyati,,,
1175,0,3,RT @JenniferJJacobs: A white woman on the roadside held up a handmade sign as the first lady�s motorcade passed that said �Melania Me Too.��,women|woman|girl|girls|female|females,Niyati,,,
1142,0,2,"@Pearl38249710 @itsLaycon Yo boss Rita, I made a video asking girls why they FRIENDZONE guys. My only request is you help me drop a like on the video and subscribe. Thanks, it means a lot

https://t.co/Gm9FGLTam1",women|woman|girl|girls|female|females,Niyati,,,
1141,3,2,"RT @UnijosDropOut: Am not a prophet, but I know almost all U.J girls have black BRA... https://t.co/UYtF1QdtfF",women|woman|girl|girls|female|females,Niyati,,,
466,2,2,"@Laurestar No body should believe this ashawo woman, she's a liar and a political brustitute",women|woman|girl|girls|female|females,Niyati,,,
429,0,0,Twenty women �treated like guinea pigs� sue breast implant makers after developing�cancer https://t.co/wYDF53vv7L https://t.co/5JtDJghxwg,women|woman|girl|girls|female|females,Niyati,,,
610,1,2,"@Nellystunna You dry mind that stupid bitch

Mannerless girl",women|woman|girl|girls|female|females,Niyati,,,
559,0,0,"Meet woman who enjoys sleeping with animals, especially dogs (photo) https://t.co/it9VH5oXkV via @naijcom",women|woman|girl|girls|female|females,Niyati,,,
399,3,2,"Do you see how stupid you are??? I guess not Cos this jealousy has blinded you. Go play with your age mates BABY girl.... run along. 
@oluwapelumii__ there are levels to this shit so let her be https://t.co/JEPBU524xO",women|woman|girl|girls|female|females,Niyati,,,
657,0,0,40year HIV Man Remanded In Prison For Allegedly Raping A 14year Old�Girl https://t.co/owuU4fP8X0 https://t.co/2JUCNFVRHN,women|woman|girl|girls|female|females,Niyati,,,
634,0,0,"RT @sommbonu: We keep saying ""all women are whores &amp; only money keeps them happy"". We forget our little girls hear this from us and believe�",women|woman|girl|girls|female|females,Niyati,,,
577,2,2,Using Sex Toys Is Better Than Being A Slut - Bisi Ibidapo Obe: Yoruba actress Bisi Ididapo Obe who is popularl... http://t.co/4Z1BROJrkZ,yoruba|yorubas,Niyati,,,
297,0,2,"@DailyPostNGR How can you explain this to me? Going on rampage destroying your lands with the help of IPOBS leaving behind their states intact without any harm??

Tell me your education here, explain it to me you Moron.

Yorubas have been mislead big time!

We have the Audio ?",yoruba|yorubas,Niyati,,,
126,0,3,"@EhizogieTalks Infact the first day I saw a cockroach fly ehn, as a Nigerian that I am and a Yoruba for that matter I thought it was a spiritual attack ??",yoruba|yorubas,Niyati,,,
746,3,3,@HelenPaul_ yorubas go say bum bum bisi miya bum bum bisi miya bum bum bisi miya mr macaroni tikeken tikeken,yoruba|yorubas,Niyati,,,
230,X,0,@Mr_Fabbie1 @daily_trust Just wait &amp, see how the bastard Yorubas will start regretting being born by their whore mothers. Useless barbarians.,yoruba|yorubas,Niyati,,
579,X,2,"The height of wickedness,is to make your fellow human feel less human.Judging by the unprintable things that slut Erica said to @itsLaycon this night.
Erica is just like her name in Yoruba ""Eri Ika""?meaning ""see wickedness"",with her swollen belly like Bag of Ijebu Garri.
#BBNajia https://t.co/FERGa5raN2",yoruba|yorubas,Niyati,,,
22,3,3,"#YORUBAMENFILTHYHABITS fucking stupid trending,other nigerian men have dirty habits,leave the yoruba alone",yoruba|yorubas,Niyati,,,
227,0,3,@EngrAbdoulay @vanguardngrnews You are a big fool useless lifeless animals ... We are Yorubas...  With human feelings .. Oloriburuku .. ogun go kill u ... Eranko,yoruba|yorubas,Niyati,,,
263,2,3,I won�t ever forget what you did to my friend in 100l Yoruba bastard ! � may we all heal IJN  https://t.co/iLzihg7xvX,yoruba|yorubas,Niyati,,,
603,3,3,"Looool RT""@YaYaIcyVeins: Bitch?! Rily? RT @The_Inspektour: Yoruba ppl don't even dull.... Dis old bitch brpught cooler to pack food sha!!""",yoruba|yorubas,Niyati,,,
1082,0,3,@_AsiwajuLerry C is not in the Yoruba Alphabet.,yoruba|yorubas,Niyati,,,
455,0,0,u r liars @SaharaReporters .it does not make sense. both of them are Yoruba. ur fabrications this days don't make sense at all https://t.co/6jBLzZN74O,yoruba|yorubas,Niyati,,,
502,0,0,"@OtunbaCash2 @SportsCenter Adesanya's Yoruba Language translation to English Language ~ ""I will punch you,  you will be surprised; you this dumb/fool""",yoruba|yorubas,Niyati,,,
552,3,0,"Call a Yoruba man ""Ekun (Tiger)"" or ""Kiniun (Lion)"" and he'll be extremely proud and happy of himself but if you call him ""Eranko (animal)"", he'll be super angry...Is Ekun &amp; Kiniun not an Eranko(animal)??? https://t.co/zov2bJproj",yoruba|yorubas,Niyati,,,
391,1,3,@misterbelut The way some Yoruba people carry that Lagos for head eh.... you go think say the place nah one kind small London Lol ?... Lagos nah still shit hole just like the rest of the country.,yoruba|yorubas,Niyati,,,
92,2,3,"RT @Abachainsanny: You insulted Yoruba race by saying that dude is the ""smartest"" but the bastard Yoruba idiots are goading you.
I also fee�",yoruba|yorubas,Niyati,,,
457,3,1,"@babieblaq @Deothe_weirdo Your aunty is a liar, you are a liar too.. Stayed in yoruba land for more than 4 years and learned nothing... Olodo",yoruba|yorubas,Niyati,,,
1070,0,3,"RT @kene_manuel: All hail Jack Bauer Raji Fashola - Inspector Gadget, the man who lived, the three eyed yoruba raven, the night king!

The�",yoruba|yorubas,Niyati,,,
228,3,3,"@Chxta @IamTheIroko The boys at d obas palace were actually speaking Yoruba fluently... So d agenda is dead  already,useless govt?",yoruba|yorubas,Niyati,,,
354,3,3,"RT @walecoker65: It is so disgusting and ridiculous to see Yoruba people among those downplaying the efforts of Sunday Igboho, what he need�",yoruba|yorubas,Niyati,,,
770,2,3,"@ChiefOjukwu These days, we do have some fanatics among the yoruba race especially when it comes to politics, some elements will forget they came from a mixed religion belief home and be engaging in politics of religion instead of politics of policies and ideology.",yoruba|yorubas,Niyati,,,
1068,3,3,"@bukolawosanya @iamdachreez @_Presh_PR I can say the same for Yorubas too... that I pointed out the double standard does not mean I'm playing victim... the.same people who condemned the ebonyi people are commending themselves for taking the same action.. the hypocrisy

Don't act like you have amnesia. Receipt plenty https://t.co/jk9FQycU7e",yoruba|yorubas,Niyati,,,
