index,class,text,ethnic_keyword,christian|christians,muslim|muslims|islam|islamic,northern|northerner|northerners|arewa|almajiri,southern|southerner|southerners,hausa|hausas,fulani|fulanis,yoruba|yorubas,igbo|ibo|ibos|igbos,women|woman|girl|girls|female|females,lgbt|lgbtq|lgbtq+|gay|gays|lesbian|lesbians|transgender|transgenders,herdsmen|herdsman,eastern|easterner|easterners|biafra,name
220,3,"@Emekannaoma Nobody told that old fool Nada, which south southern will remain with the foolish retarded beings of his kind? I rather go with Oduduwa nation or Biafra, happiness choke him dia, he is a liar and a trickster. He hasn't been in communication with anyone,",southern|southerner|southerners,,,,,,,,,,,,,Manu
130,2,"@MobilePunch Please Northerners, I am begging you in the name of God to keep your food and wait for southerners to beg for it. If you guys resume selling your rotten tomatoes and onions to the south, then you are bastards. 🤣🤣🤣🤣🤣🤣🤣🤣🤣 as if your have ever exported that your rubbish",southern|southerner|southerners,,,1.0,,,,,,,,,,Manu
307,3,"@Waspapping_ How about the raping, killing and abduction of natives by Fulani herdsmen, even in the southern states? That isn't worthy of mention? Or you prefer it to continue? The Shasha incidence was one-off, whereas herdsmen have been killing southerners in the south  HABITUALLY for years",southern|southerner|southerners,,,,,,,,,,,,,Manu
36,1,"Na cult boys kill these one's for southern Kaduna ... Idiots.

I WONDER WHY SOME YOUTHS WILL BE THINKING LIKE LOW ANIMALS, HOW WILL YOU BE ASKING US, HOW ARE WE SURE IT WAS FULANI HERDSMEN THAT KILLED THE PERSONS WE… https://t.co/ZstVRW8Oqm",southern|southerner|southerners,,,,,,,,,,,,,Manu
20,2,"RT @olusogaowoeye: Northern Alimanjiri beg for money on the streets,Southern Alimanjiri scramble for $5 from an Iranian scum.Imams in the n…",southern|southerner|southerners,,1.0,1.0,,,,,,,,,,Manu
306,2,"RT @twita_police: Disgusting so quarantine make ""igbos"" and southerners to start Raping their daughters 
Better fight this animalistic beha…",southern|southerner|southerners,,,,1.0,,,,1.0,,,,,Manu
90,1,Southern lips power: Border patrol dogs spend time licking pussies of illegal migrant girls that both girls and dudes make their way without been spotted.,southern|southerner|southerners,,,,,,,,,,,,,Manu
205,0,"Former Aide to Ex-President Goodluck Jonathan slams Attorney General of the Federation, Abubakar Malami on his comments about Southern Governors' decision.

""If Northern States Can Ban Beer &amp; Pig Farming, Southern States Can Ban Open Grazing""

#operanews 
https://t.co/MtOJ88SflE",southern|southerner|southerners,,,,,,,,,,,,,Manu
163,0,"@Yeyetinubu @DrJoeAbah Southern Kaduna/Yoruba,I'm torned between d two. I love the Yoruba respect but when relatives pay visit, they will render me def and dumb, they love speaking Yoruba too much.. They are supportive and their love for the oza room no be here😂😂😂",southern|southerner|southerners,,,,,,,,,,,,,Manu
453,0,"@NGRPresident  not  truthful in their recent tweet about the Southern Kaduna killings, if it was revenge killings, why then are women and children the most affected victims? So criminal gangs now own AK47 rifles in these villages? @amnesty @femigbaja @realDonaldTrump @CNNAfrica https://t.co/0CtsL9SKNK",southern|southerner|southerners,,,,,,,,,,,,,Manu
454,3,"@abubillaal @oil_shaeikh @SaharaReporters If a Yoruba group show up kidnapping, raping and destroying farms in the core-north, the Yorubas and other southerners in places like Kano, Sokoto, Kaduna would have been chased out a long time ago.

It's not a coincidence that Fulani herders are causing problems everywhere",southern|southerner|southerners,,,,,,,,,,,,,Manu
37,2,"@LoveyBabie @The_Obiageli @Mus6ey that's y the next message u get from southern girl when u are chatting with her is that ""I don't have data plz recharge my phone"" idiot ashawo people",southern|southerner|southerners,,,,1.0,,,,,1.0,,,,Manu
70,2,"I stand with southern governors. 
No to open grazing!
Northern extremists have continuously destroyed investments in alcoholic beverage belonging to southerners with impunity but want the South to consult them before Open Grazing can be banned in the South.
Away with parasites! https://t.co/TsdFFy2NRg",southern|southerner|southerners,,,1.0,,,,,,,,,,Manu
554,3,"RT @xeenarh: This is usually not something I would do but Nigerian gay men can frustrate the heck out of you. 
Just because we have women a…",women|woman|girl|girls|female|females,,,,,,,,,,,,,Manu
212,2,RT @Naistylgia: If all igbo girls are hairy then all yoruba girls are pigs .. I know which I prefer,women|woman|girl|girls|female|females,,,,,,,1.0,,1.0,,,,Manu
117,1,"RT @Amaka_Ekwo: #IPOB #Biafra #Nigeria 

A Fulani governor condemns the unlawful incarceration of Biafran women but useless Igbo governors…",women|woman|girl|girls|female|females,,,,,,,,,,,,,Manu
155,1,"@harleyquinnpn @zadde_yo @NicholasEke1 @tyewoolove Moron. I brought in Yoruba women who embraced the ideology that had to come tell them who they are. And yes, the movement was against men, family and eventually the society. I said it again. Come and beat me.",women|woman|girl|girls|female|females,,,,,,,,,,,,,Manu
379,0,How Suspected Muslim Fanatics Hacked Female Redeemed Church Preacher To Death In Abuja... https://t.co/4xQ7BWnZH1 via @SaharaReporters,women|woman|girl|girls|female|females,,,,,,,,,,,,,Manu
13,0,"@IgboHistoFacts Ndị Igbo si na akwulu ọtọ tụwa nwanyị ịme, omughi onye nzuzu ọ mụọ onye ara. (If you impregnate a woman while standing, it's either she give birth to a stupid person or she gives birth to a mad person) moral lesson: If you don't do things right the result won't be good",women|woman|girl|girls|female|females,,,,,,,,,,,,,Manu
253,0,"PLEASE TEACH YOUR KIDS THE NAMES OF ANIMALS IN IGBO LANGUAGE (NA ASỤSỤ IGBO)😃

1) Goat = Ewu (Male = Mkpi, Female = Nne Ewu)
2) Fowl = Okuko (Male = Oke Ọkpa, Female =
Nnekwu)
3) Guinea Fowl = Ọgazị 
4) Chicken... https://t.co/mMZEhSPaOo",women|woman|girl|girls|female|females,,,,,,,,,,,,,Manu
553,0,“@LaughorYawn: GIRL 2 GIRL: Wow Ure so Pretty! Reply; thx I'm Blushing! GUY 2 GUY: Wow Bro Ure so Cool nd Handsome! Reply; guy u be Gay!?”,women|woman|girl|girls|female|females,,,,,,,,,,,,,Manu
391,1,"@tinkizee2 Let me remind u of 2011 election,  go watch and listen to what buhari stated when addressing group of fulanis, when he said if he didn't win, then its been rig, and when its rig, blood of baboon and dogs will flow, and truely innocents lifes were wasted, both man, woman,...",women|woman|girl|girls|female|females,,,,,,,,,,,,,Manu
541,0,"@RITAENG1234 @ShehuSani No, he's Yoruba-Igbo.",yoruba|yorubas,,,,,,,,,,,,,Manu
388,2,"""@FrancusMann: Nigeria is a zoo full of baboons (Hausa and ) N monkeys (Yoruba). Both r Boko Haram terrorists."" Monkey tinks odss r like him",yoruba|yorubas,,,,,1.0,,1.0,,,,,,Manu
211,0,"@BashirAhmaad You say herdsmen have a right to do business anywhere in Nigeria, but Yoruba men don’t have the right to start pig farms in Sokoto? Kano can regulate Igbo people’s beer parlours in Kano, but Ondo should not regulate killer herdsmen? We want equality or division!

#BuhariTormentor",yoruba|yorubas,,,,,,,,,,,,,Manu
542,0,"@its_richiie ...becauseof Christianity and I'm from igboland. And I also heard a story about some kind of a Yoruba queen that has female companions, and also in Egypt some ascent kings are known to have same sex encounter with their partners.  And in some culture a feminine guy or...",yoruba|yorubas,,,,,,,,,,,,,Manu
194,2,RT @dese_jerry: Wen U see 2 or 3 yoruba women sitting QUIETLY. 2 thins ar involved. It's either they ar deaf and dumb; OR shit dey catch th…,yoruba|yorubas,,,,,,,1.0,,1.0,,,,Manu
539,0,RT @MrOdanz: There are Yorubas in Benin Republic who respect the borders of Nigeria. There are also Igbos in parts of Cameroon and Equitori…,yoruba|yorubas,,,,,,,,,,,,,Manu
112,0,"@OseJobe @OccasionalWitch @Ebuka Eeeh, Prince likes @Wathoni first before Nengi, that's not even my annoyance,  has Prince asked this useless and senseless @Tolanibaj out?
Why is she so cheap? I have never seen yoruba girl this cheap, gosh.
#shameonTolanibaj",yoruba|yorubas,,,,,,,,,,,,,Manu
250,3,"RT @medium_meech: If animals were to pick languages, goats and hens will speak yoruba, lizards, turkeys and pigs will speak igbo and cam ...",yoruba|yorubas,,,,,,,,,,,,,Manu
317,3,"@Al_ameen_Yabo I laugh in anger!!!!! Your killing them was a retaliation of the uncountable murder your brothers have committed here, Igbo and Yoruba will come to your place do business and go but you guys will come here take your cows destroy our farm rape our women kill our men and move. https://t.co/GWHWjaYiPh",yoruba|yorubas,,,,,1.0,1.0,,,,,,,Manu
181,3,"@Magajibnw1 @WhiteAmadasun @Iambigiyke @SaharaReporters Disgusting?? Have you seen Abuja those girls in hijab that are prostitute's who are they intimate with, it's definitely not Igbos neither Yoruba it's still your people stop pointing fingers and mind your problems let's solve ours",yoruba|yorubas,,,,,,,,,,,,,Manu
316,0,"Oyo: Fulani chiefs apologise to Yoruba community, say no Fulani was killed as community presents evidence of rape, kidnappings and killings allegedly carried out by herdsmen https://t.co/uf24nt8jhN",yoruba|yorubas,,,,,,,,,,,,,Manu
210,2,"@Halimaisaa @TeniEntertainer @itsLaycon Yoruba piglet? Your useless papa nko,Northern pig?",yoruba|yorubas,,,1.0,,,,,,,,,,Manu
544,0,RT @realFFK: Those attempting to drive a wedge between the Igbo &amp; Yoruba by suggesting that it is the Igbos that are burning propeties &amp; ki…,yoruba|yorubas,,,,,,,,,,,,,Manu
545,0,"RT @PaganBaby_____: The soldiers who opened fire at Lekki didn't first say 'Igbo people go to the left, Yoruba people, go to the right, Hau…",yoruba|yorubas,,,,,,,,,,,,,Manu
375,2,@Abdulla97193029 @Carl48509073 @bashir_abubakr @LouisJa98160843 @Ahmad__teejay @Mvnaaa___ @buhari I’m a Yoruba boy. You can’t outplayed a Yoruba with politics no matter how add it’s. You this terror and senseless Islamic fanatics,yoruba|yorubas,,1.0,,,,,,,,,,,Manu
546,0,"@Chukwu_Ka_ @bolaji99342270 @Anto18839080 @UgwuOkoro @abikedabiri Open the link, she's half Igbo, half Yoruba.
Peace out ✌️",yoruba|yorubas,,,,,,,,,,,,,Manu
78,2,"@adamugarba Some of u the educated northerners still dn't hv sense.  Why is it tht u people behave like animals?

You abandoned the real cause of problem and talked rubbish about Sunday.  And when ws u appointed to be Yorubas spokesman? 

Parasites nd laibilities tht is what all of you are.",yoruba|yorubas,,,1.0,,,,,,,,,,Manu
540,2,"“When it comes to relationships, Yoruba boys are too lousy, Igbo boys are coded and cool to date” – Ex beauty queen, Ronke Tiamiyu Reveals. https://t.co/EF1EMHwpGm https://t.co/6xOGYjyXE8",yoruba|yorubas,,,,,,,1.0,,,,,,Manu
168,1,@gloria_adagbon @MBuhari @OlumideIDOWU Lol... mumu girl. I'm Yoruba. Open your brain and think of another dumb thing to say.,yoruba|yorubas,,,,,,,,,,,,,Manu
26,0,"@Nazirdanhajiya It happens all the time why do you think the   Phrase “men are scum” is so popular or the  term Yoruba demons.please let’s be guided, if u’re glad that’s fine but don’t act like women are the ones doing all the hurting on these streets",yoruba|yorubas,,,,,,,,,,,,,Manu
152,3,This bastard called yoruba sophisticated moron. Can the stupid igbo man tell us if yoruba and igbo are in the same category @NnannaOchereome https://t.co/1tZ3m10gRv,yoruba|yorubas,,,,,,,,,,,,,Manu
195,2,@dat_ibadan_boyy @gimbakakanda Some of you Igbos and Yorubas are so stupid that you keep fighting each other for no reason why the real enemy is somewhere blowing whistle for u guys. They called all the south vultures and u guys dt claim to be informed are here talking non sense. God pls divide this shit hole.,yoruba|yorubas,,,,,,,1.0,1.0,,,,,Manu
80,3,RT @BiafraTelegraph: Biafra: Yoruba And Hausa Must You Be Parasite In Biafraland In Order To Survive? https://t.co/lQ9k31WkIC https://t.co/…,yoruba|yorubas,,,,,,,,,,,,,Manu
